mesa_number;tipo_ubicacion;circunscripcion_electoral;departamento;provincia;distrito;teh
988051;NACIONAL;AYACUCHO;AMAZONAS;UTCUBAMBA;CUMBA;300
277519;NACIONAL;JUNIN;AMAZONAS;UTCUBAMBA;CUMBA;300
894704;NACIONAL;UCAYALI;AMAZONAS;UTCUBAMBA;CUMBA;300
774377;NACIONAL;PASCO;AMAZONAS;UTCUBAMBA;CUMBA;300
654524;NACIONAL;MADRE DE DIOS;AMAZONAS;UTCUBAMBA;CUMBA;300
898610;NACIONAL;TUMBES;AMAZONAS;UTCUBAMBA;EL MILAGRO;300
185440;NACIONAL;PIURA;AMAZONAS;UTCUBAMBA;EL MILAGRO;300
186726;NACIONAL;HUANCAVELICA;AMAZONAS;UTCUBAMBA;JAMALCA;300
273761;NACIONAL;LORETO;AMAZONAS;UTCUBAMBA;JAMALCA;300
264929;NACIONAL;CALLAO;AMAZONAS;UTCUBAMBA;JAMALCA;300
146067;NACIONAL;MADRE DE DIOS;AMAZONAS;UTCUBAMBA;JAMALCA;300
408142;NACIONAL;LAMBAYEQUE;AMAZONAS;UTCUBAMBA;JAMALCA;300
351513;NACIONAL;LORETO;AMAZONAS;UTCUBAMBA;LONYA GRANDE;300
634772;NACIONAL;JUNIN;AMAZONAS;UTCUBAMBA;LONYA GRANDE;300
348640;NACIONAL;APURIMAC;AMAZONAS;UTCUBAMBA;LONYA GRANDE;300
851785;NACIONAL;PIURA;AMAZONAS;UTCUBAMBA;LONYA GRANDE;300
680139;NACIONAL;LAMBAYEQUE;AMAZONAS;UTCUBAMBA;YAMON;300
887103;NACIONAL;LIMA PROVINCIAS;AMAZONAS;UTCUBAMBA;YAMON;300
336773;NACIONAL;LA LIBERTAD;AMAZONAS;UTCUBAMBA;YAMON;300
315907;NACIONAL;CUSCO;ANCASH;HUARAZ;HUARAZ;300
880131;NACIONAL;LORETO;ANCASH;HUARAZ;HUARAZ;300
901617;NACIONAL;AREQUIPA;ANCASH;HUARAZ;COCHABAMBA;300
688056;NACIONAL;HUANUCO;ANCASH;HUARAZ;COCHABAMBA;300
881946;NACIONAL;AREQUIPA;ANCASH;HUARAZ;COCHABAMBA;300
896025;NACIONAL;MADRE DE DIOS;ANCASH;HUARAZ;COLCABAMBA;300
213936;NACIONAL;LIMA METROPOLITANA;ANCASH;HUARAZ;COLCABAMBA;300
509463;NACIONAL;CALLAO;ANCASH;HUARAZ;COLCABAMBA;300
629628;NACIONAL;TUMBES;ANCASH;HUARAZ;COLCABAMBA;300
126547;NACIONAL;AMAZONAS;ANCASH;HUARAZ;HUANCHAY;300
961343;NACIONAL;LAMBAYEQUE;ANCASH;HUARAZ;HUANCHAY;300
274790;NACIONAL;PASCO;ANCASH;HUARAZ;HUANCHAY;300
820406;NACIONAL;CAJAMARCA;ANCASH;HUARAZ;HUANCHAY;300
440182;NACIONAL;ANCASH;ANCASH;HUARAZ;INDEPENDENCIA;300
761174;NACIONAL;LAMBAYEQUE;ANCASH;HUARAZ;INDEPENDENCIA;300
358739;NACIONAL;LIMA METROPOLITANA;ANCASH;HUARAZ;INDEPENDENCIA;300
618335;NACIONAL;TUMBES;ANCASH;HUARAZ;INDEPENDENCIA;300
541485;NACIONAL;MOQUEGUA;ANCASH;HUARAZ;INDEPENDENCIA;300
207217;NACIONAL;APURIMAC;ANCASH;HUARAZ;JANGAS;300
888177;NACIONAL;PIURA;ANCASH;HUARAZ;JANGAS;300
133928;NACIONAL;LORETO;ANCASH;HUARAZ;JANGAS;300
337531;NACIONAL;LA LIBERTAD;ANCASH;HUARAZ;JANGAS;300
241439;NACIONAL;PIURA;ANCASH;HUARAZ;LA LIBERTAD;300
198445;NACIONAL;CUSCO;ANCASH;HUARAZ;LA LIBERTAD;300
909324;NACIONAL;MADRE DE DIOS;ANCASH;HUARAZ;LA LIBERTAD;300
452276;NACIONAL;LIMA PROVINCIAS;ANCASH;HUARAZ;LA LIBERTAD;300
371094;NACIONAL;UCAYALI;ANCASH;HUARAZ;LA LIBERTAD;300
787009;NACIONAL;LORETO;ANCASH;HUARAZ;OLLEROS;300
696468;NACIONAL;LORETO;ANCASH;HUARAZ;OLLEROS;300
198881;NACIONAL;PASCO;ANCASH;HUARAZ;OLLEROS;300
306118;NACIONAL;HUANUCO;ANCASH;HUARAZ;OLLEROS;300
711911;NACIONAL;PIURA;ANCASH;HUARAZ;PAMPAS;300
609018;NACIONAL;LIMA METROPOLITANA;ANCASH;HUARAZ;PAMPAS;300
286211;NACIONAL;APURIMAC;ANCASH;HUARAZ;PAMPAS;300
834071;NACIONAL;TUMBES;ANCASH;HUARAZ;PAMPAS;300
101592;NACIONAL;HUANCAVELICA;ANCASH;HUARAZ;PAMPAS;300
570897;NACIONAL;LIMA METROPOLITANA;ANCASH;HUARAZ;PAMPAS;300
355149;NACIONAL;CUSCO;ANCASH;HUARAZ;PARIACOTO;300
235963;NACIONAL;JUNIN;ANCASH;HUARAZ;PIRA;300
291810;NACIONAL;PASCO;ANCASH;HUARAZ;PIRA;300
687939;NACIONAL;SAN MARTIN;ANCASH;HUARAZ;TARICA;300
602626;NACIONAL;CUSCO;ANCASH;HUARAZ;TARICA;300
205388;NACIONAL;SAN MARTIN;ANCASH;HUARAZ;TARICA;300
249100;NACIONAL;CALLAO;ANCASH;HUARAZ;TARICA;300
906868;NACIONAL;HUANUCO;ANCASH;HUARAZ;TARICA;300
473860;NACIONAL;LA LIBERTAD;ANCASH;AIJA;AIJA;300
901364;NACIONAL;AREQUIPA;ANCASH;AIJA;AIJA;300
253577;NACIONAL;TUMBES;ANCASH;AIJA;CORIS;300
752830;NACIONAL;LIMA PROVINCIAS;ANCASH;AIJA;CORIS;300
866451;NACIONAL;CALLAO;ANCASH;AIJA;CORIS;300
883689;NACIONAL;AMAZONAS;ANCASH;AIJA;CORIS;300
583231;NACIONAL;APURIMAC;ANCASH;AIJA;CORIS;300
149975;NACIONAL;AYACUCHO;ANCASH;AIJA;CORIS;300
448661;NACIONAL;LORETO;ANCASH;AIJA;HUACLLAN;300
430182;NACIONAL;TACNA;ANCASH;AIJA;HUACLLAN;300
628888;NACIONAL;UCAYALI;ANCASH;AIJA;HUACLLAN;300
215370;NACIONAL;LAMBAYEQUE;ANCASH;AIJA;HUACLLAN;300
909328;NACIONAL;LAMBAYEQUE;ANCASH;AIJA;LA MERCED;300
514849;NACIONAL;MADRE DE DIOS;ANCASH;AIJA;LA MERCED;300
158650;NACIONAL;SAN MARTIN;ANCASH;AIJA;LA MERCED;300
318547;NACIONAL;LIMA METROPOLITANA;ANCASH;AIJA;LA MERCED;300
182372;NACIONAL;UCAYALI;ANCASH;AIJA;LA MERCED;300
863669;NACIONAL;PIURA;ANCASH;AIJA;LA MERCED;300
694806;NACIONAL;LA LIBERTAD;ANCASH;AIJA;LA MERCED;300
853424;NACIONAL;CAJAMARCA;ANCASH;AIJA;SUCCHA;300
520357;NACIONAL;MADRE DE DIOS;ANCASH;AIJA;SUCCHA;300
557367;NACIONAL;ICA;ANCASH;AIJA;SUCCHA;300
300140;NACIONAL;CALLAO;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;300
565676;NACIONAL;CUSCO;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;300
633205;NACIONAL;PASCO;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;300
257839;NACIONAL;LIMA METROPOLITANA;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;300
267780;NACIONAL;ICA;ANCASH;ANTONIO RAYMONDI;ACZO;300
803887;NACIONAL;ANCASH;ANCASH;ANTONIO RAYMONDI;ACZO;300
153191;NACIONAL;TACNA;ANCASH;ANTONIO RAYMONDI;ACZO;300
354477;NACIONAL;LIMA METROPOLITANA;ANCASH;ANTONIO RAYMONDI;ACZO;300
601995;NACIONAL;AYACUCHO;ANCASH;ANTONIO RAYMONDI;CHACCHO;300
599683;NACIONAL;UCAYALI;ANCASH;ANTONIO RAYMONDI;CHACCHO;300
202177;NACIONAL;LIMA PROVINCIAS;ANCASH;ANTONIO RAYMONDI;CHACCHO;300
490434;NACIONAL;AMAZONAS;ANCASH;ANTONIO RAYMONDI;CHACCHO;300
298729;NACIONAL;ICA;ANCASH;ANTONIO RAYMONDI;CHACCHO;300
349173;NACIONAL;LORETO;ANCASH;ANTONIO RAYMONDI;CHACCHO;300
957456;NACIONAL;MADRE DE DIOS;ANCASH;ANTONIO RAYMONDI;CHINGAS;300
391002;NACIONAL;JUNIN;ANCASH;ANTONIO RAYMONDI;CHINGAS;300
365957;NACIONAL;AREQUIPA;ANCASH;ANTONIO RAYMONDI;CHINGAS;300
176741;NACIONAL;PIURA;ANCASH;ANTONIO RAYMONDI;CHINGAS;300
929483;NACIONAL;PUNO;ANCASH;ANTONIO RAYMONDI;CHINGAS;300
988180;NACIONAL;PIURA;ANCASH;ANTONIO RAYMONDI;MIRGAS;300
920255;NACIONAL;ICA;ANCASH;ANTONIO RAYMONDI;MIRGAS;300
481222;NACIONAL;TACNA;ANCASH;ANTONIO RAYMONDI;MIRGAS;300
201020;NACIONAL;PASCO;ANCASH;ANTONIO RAYMONDI;MIRGAS;300
876790;NACIONAL;CUSCO;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;300
801072;NACIONAL;LIMA PROVINCIAS;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;300
749922;NACIONAL;UCAYALI;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;300
400251;NACIONAL;APURIMAC;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;300
345568;NACIONAL;PIURA;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;300
651420;NACIONAL;CUSCO;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;300
655973;NACIONAL;HUANCAVELICA;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;300
839437;NACIONAL;MADRE DE DIOS;ANCASH;ASUNCION;CHACAS;300
976830;NACIONAL;MADRE DE DIOS;ANCASH;ASUNCION;CHACAS;300
859763;NACIONAL;AMAZONAS;ANCASH;ASUNCION;CHACAS;300
902650;NACIONAL;ICA;ANCASH;ASUNCION;CHACAS;300
188997;NACIONAL;LIMA PROVINCIAS;ANCASH;ASUNCION;CHACAS;300
558501;NACIONAL;PIURA;ANCASH;ASUNCION;CHACAS;300
995965;NACIONAL;CALLAO;ANCASH;ASUNCION;CHACAS;300
823762;NACIONAL;CUSCO;ANCASH;ASUNCION;ACOCHACA;300
588130;NACIONAL;ANCASH;ANCASH;ASUNCION;ACOCHACA;300
411798;NACIONAL;PASCO;ANCASH;ASUNCION;ACOCHACA;300
822534;NACIONAL;PIURA;ANCASH;ASUNCION;ACOCHACA;300
442873;NACIONAL;SAN MARTIN;ANCASH;ASUNCION;ACOCHACA;300
689779;NACIONAL;SAN MARTIN;ANCASH;BOLOGNESI;CHIQUIAN;300
320117;NACIONAL;MADRE DE DIOS;ANCASH;BOLOGNESI;CHIQUIAN;300
636596;NACIONAL;LIMA PROVINCIAS;ANCASH;BOLOGNESI;CHIQUIAN;300
182149;NACIONAL;LORETO;ANCASH;BOLOGNESI;CHIQUIAN;300
373443;NACIONAL;LIMA PROVINCIAS;ANCASH;BOLOGNESI;CHIQUIAN;300
505825;NACIONAL;JUNIN;ANCASH;BOLOGNESI;CHIQUIAN;300
979775;NACIONAL;UCAYALI;ANCASH;BOLOGNESI;CHIQUIAN;300
406334;NACIONAL;SAN MARTIN;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;300
309077;NACIONAL;LORETO;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;300
377331;NACIONAL;PUNO;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;300
409215;NACIONAL;CAJAMARCA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;300
758921;NACIONAL;LIMA METROPOLITANA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;300
472770;NACIONAL;APURIMAC;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;300
328610;NACIONAL;TACNA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;300
703971;NACIONAL;MADRE DE DIOS;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;300
988996;NACIONAL;LA LIBERTAD;ANCASH;BOLOGNESI;AQUIA;300
749592;NACIONAL;AREQUIPA;ANCASH;BOLOGNESI;AQUIA;300
935756;NACIONAL;PASCO;ANCASH;BOLOGNESI;AQUIA;300
933657;NACIONAL;PUNO;ANCASH;BOLOGNESI;CAJACAY;300
960916;NACIONAL;MOQUEGUA;ANCASH;BOLOGNESI;CAJACAY;300
223188;NACIONAL;UCAYALI;ANCASH;BOLOGNESI;CAJACAY;300
705181;NACIONAL;LAMBAYEQUE;ANCASH;BOLOGNESI;CAJACAY;300
487519;NACIONAL;LORETO;ANCASH;BOLOGNESI;CAJACAY;300
416204;NACIONAL;MOQUEGUA;ANCASH;BOLOGNESI;CANIS;300
818538;NACIONAL;LORETO;ANCASH;BOLOGNESI;CANIS;300
712699;NACIONAL;HUANUCO;ANCASH;BOLOGNESI;CANIS;300
578178;NACIONAL;SAN MARTIN;ANCASH;BOLOGNESI;CANIS;300
453008;NACIONAL;TACNA;ANCASH;BOLOGNESI;CANIS;300
393970;NACIONAL;AYACUCHO;ANCASH;BOLOGNESI;COLQUIOC;300
630332;NACIONAL;LORETO;ANCASH;BOLOGNESI;COLQUIOC;300
917370;NACIONAL;AMAZONAS;ANCASH;BOLOGNESI;COLQUIOC;300
889849;NACIONAL;LORETO;ANCASH;BOLOGNESI;COLQUIOC;300
864052;NACIONAL;APURIMAC;ANCASH;BOLOGNESI;HUALLANCA;300
235252;NACIONAL;CAJAMARCA;ANCASH;BOLOGNESI;HUALLANCA;300
301802;NACIONAL;PUNO;ANCASH;BOLOGNESI;HUASTA;300
840225;NACIONAL;UCAYALI;ANCASH;BOLOGNESI;HUAYLLACAYAN;300
479796;NACIONAL;MADRE DE DIOS;ANCASH;BOLOGNESI;HUAYLLACAYAN;300
910835;NACIONAL;PIURA;ANCASH;BOLOGNESI;HUAYLLACAYAN;300
535162;NACIONAL;SAN MARTIN;ANCASH;BOLOGNESI;LA PRIMAVERA;300
546312;NACIONAL;ICA;ANCASH;BOLOGNESI;LA PRIMAVERA;300
225403;NACIONAL;ICA;ANCASH;BOLOGNESI;LA PRIMAVERA;300
437969;NACIONAL;MADRE DE DIOS;ANCASH;BOLOGNESI;LA PRIMAVERA;300
755591;NACIONAL;LIMA METROPOLITANA;ANCASH;BOLOGNESI;LA PRIMAVERA;300
823135;NACIONAL;PASCO;ANCASH;BOLOGNESI;MANGAS;300
315933;NACIONAL;TUMBES;ANCASH;BOLOGNESI;PACLLON;300
973570;NACIONAL;HUANUCO;ANCASH;BOLOGNESI;PACLLON;300
225617;NACIONAL;AYACUCHO;ANCASH;BOLOGNESI;PACLLON;300
713934;NACIONAL;PIURA;ANCASH;BOLOGNESI;PACLLON;300
206179;NACIONAL;PASCO;ANCASH;BOLOGNESI;PACLLON;300
607543;NACIONAL;TUMBES;ANCASH;BOLOGNESI;PACLLON;300
178543;NACIONAL;PUNO;ANCASH;BOLOGNESI;PACLLON;300
396999;NACIONAL;HUANCAVELICA;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;300
470890;NACIONAL;LA LIBERTAD;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;300
258004;NACIONAL;LIMA PROVINCIAS;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;300
649653;NACIONAL;LORETO;ANCASH;BOLOGNESI;TICLLOS;300
929363;NACIONAL;SAN MARTIN;ANCASH;CARHUAZ;CARHUAZ;300
996821;NACIONAL;TACNA;ANCASH;CARHUAZ;CARHUAZ;300
628847;NACIONAL;ICA;ANCASH;CARHUAZ;ACOPAMPA;300
596261;NACIONAL;APURIMAC;ANCASH;CARHUAZ;ACOPAMPA;300
143621;NACIONAL;CUSCO;ANCASH;CARHUAZ;ACOPAMPA;300
672049;NACIONAL;HUANCAVELICA;ANCASH;CARHUAZ;ACOPAMPA;300
236812;NACIONAL;HUANCAVELICA;ANCASH;CARHUAZ;AMASHCA;300
121353;NACIONAL;MADRE DE DIOS;ANCASH;CARHUAZ;AMASHCA;300
840731;NACIONAL;UCAYALI;ANCASH;CARHUAZ;ANTA;300
717793;NACIONAL;AMAZONAS;ANCASH;CARHUAZ;ATAQUERO;300
300120;NACIONAL;ICA;ANCASH;CARHUAZ;ATAQUERO;300
480180;NACIONAL;PASCO;ANCASH;CARHUAZ;ATAQUERO;300
263115;NACIONAL;CAJAMARCA;ANCASH;CARHUAZ;ATAQUERO;300
499022;NACIONAL;MOQUEGUA;ANCASH;CARHUAZ;MARCARA;300
723590;NACIONAL;LA LIBERTAD;ANCASH;CARHUAZ;MARCARA;300
634919;NACIONAL;PASCO;ANCASH;CARHUAZ;MARCARA;300
607094;NACIONAL;LIMA METROPOLITANA;ANCASH;CARHUAZ;MARCARA;300
973286;NACIONAL;MOQUEGUA;ANCASH;CARHUAZ;MARCARA;300
215061;NACIONAL;LIMA PROVINCIAS;ANCASH;CARHUAZ;MARCARA;300
222082;NACIONAL;HUANCAVELICA;ANCASH;CARHUAZ;MARCARA;300
413706;NACIONAL;AMAZONAS;ANCASH;CARHUAZ;PARIAHUANCA;300
113747;NACIONAL;LIMA PROVINCIAS;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;300
675892;NACIONAL;TACNA;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;300
220602;NACIONAL;AYACUCHO;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;300
383624;NACIONAL;TACNA;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;300
238754;NACIONAL;ICA;ANCASH;CARHUAZ;SHILLA;300
410056;NACIONAL;PUNO;ANCASH;CARHUAZ;SHILLA;300
206373;NACIONAL;LORETO;ANCASH;CARHUAZ;SHILLA;300
292454;NACIONAL;PUNO;ANCASH;CARHUAZ;SHILLA;300
539245;NACIONAL;AREQUIPA;ANCASH;CARHUAZ;TINCO;300
649715;NACIONAL;ANCASH;ANCASH;CARHUAZ;TINCO;300
803091;NACIONAL;JUNIN;ANCASH;CARHUAZ;TINCO;300
280513;NACIONAL;CAJAMARCA;ANCASH;CARHUAZ;TINCO;300
835275;NACIONAL;CAJAMARCA;ANCASH;CARHUAZ;TINCO;300
915414;NACIONAL;LA LIBERTAD;ANCASH;CARHUAZ;YUNGAR;300
690970;NACIONAL;CAJAMARCA;ANCASH;CARHUAZ;YUNGAR;300
271579;NACIONAL;UCAYALI;ANCASH;CARHUAZ;YUNGAR;300
266880;NACIONAL;PUNO;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;300
290426;NACIONAL;APURIMAC;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;300
832889;NACIONAL;PASCO;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;300
128834;NACIONAL;JUNIN;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;300
543950;NACIONAL;MOQUEGUA;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;300
938858;NACIONAL;AYACUCHO;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;300
770655;NACIONAL;AYACUCHO;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;300
682967;NACIONAL;LAMBAYEQUE;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;300
100078;NACIONAL;PASCO;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;300
511379;NACIONAL;LA LIBERTAD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;300
152863;NACIONAL;TUMBES;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;300
992225;NACIONAL;SAN MARTIN;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;300
256920;NACIONAL;HUANUCO;ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA;300
760289;NACIONAL;PUNO;ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA;300
859059;NACIONAL;PIURA;ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA;300
577513;NACIONAL;TUMBES;ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA;300
409716;NACIONAL;MOQUEGUA;ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA;300
287918;NACIONAL;AMAZONAS;ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA;300
514607;NACIONAL;MADRE DE DIOS;ANCASH;CASMA;CASMA;300
979847;NACIONAL;LAMBAYEQUE;ANCASH;CASMA;CASMA;300
178941;NACIONAL;LAMBAYEQUE;ANCASH;CASMA;CASMA;300
956666;NACIONAL;PIURA;ANCASH;CASMA;BUENA VISTA ALTA;300
498967;NACIONAL;TUMBES;ANCASH;CASMA;BUENA VISTA ALTA;300
275187;NACIONAL;LAMBAYEQUE;ANCASH;CASMA;BUENA VISTA ALTA;300
707014;NACIONAL;JUNIN;ANCASH;CASMA;BUENA VISTA ALTA;300
770502;NACIONAL;SAN MARTIN;ANCASH;CASMA;BUENA VISTA ALTA;300
520043;NACIONAL;TUMBES;ANCASH;CASMA;BUENA VISTA ALTA;300
994776;NACIONAL;SAN MARTIN;ANCASH;CASMA;BUENA VISTA ALTA;300
428018;NACIONAL;APURIMAC;ANCASH;CASMA;COMANDANTE NOEL;300
555663;NACIONAL;HUANCAVELICA;ANCASH;CASMA;COMANDANTE NOEL;300
718624;NACIONAL;JUNIN;ANCASH;CASMA;COMANDANTE NOEL;300
799905;NACIONAL;MADRE DE DIOS;ANCASH;CASMA;YAUTAN;300
447883;NACIONAL;HUANUCO;ANCASH;CASMA;YAUTAN;300
548534;NACIONAL;CAJAMARCA;ANCASH;CORONGO;CORONGO;300
456342;NACIONAL;TUMBES;ANCASH;CORONGO;CORONGO;300
584180;NACIONAL;ICA;ANCASH;CORONGO;CORONGO;300
555996;NACIONAL;TACNA;ANCASH;CORONGO;CORONGO;300
632764;NACIONAL;ICA;ANCASH;CORONGO;CORONGO;300
652667;NACIONAL;AMAZONAS;ANCASH;CORONGO;CORONGO;300
314023;NACIONAL;TUMBES;ANCASH;CORONGO;ACO;300
250761;NACIONAL;LA LIBERTAD;ANCASH;CORONGO;ACO;300
124122;NACIONAL;LA LIBERTAD;ANCASH;CORONGO;ACO;300
266112;NACIONAL;PASCO;ANCASH;CORONGO;ACO;300
926151;NACIONAL;SAN MARTIN;ANCASH;CORONGO;ACO;300
483091;NACIONAL;LIMA PROVINCIAS;ANCASH;CORONGO;ACO;300
306993;NACIONAL;CAJAMARCA;ANCASH;CORONGO;ACO;300
416315;NACIONAL;AMAZONAS;ANCASH;CORONGO;BAMBAS;300
835220;NACIONAL;TACNA;ANCASH;CORONGO;CUSCA;300
874098;NACIONAL;PASCO;ANCASH;CORONGO;LA PAMPA;300
808659;NACIONAL;APURIMAC;ANCASH;CORONGO;LA PAMPA;300
658115;NACIONAL;AREQUIPA;ANCASH;CORONGO;LA PAMPA;300
863910;NACIONAL;CAJAMARCA;ANCASH;CORONGO;LA PAMPA;300
182869;NACIONAL;HUANUCO;ANCASH;CORONGO;LA PAMPA;300
132964;NACIONAL;JUNIN;ANCASH;CORONGO;LA PAMPA;300
900167;NACIONAL;AREQUIPA;ANCASH;CORONGO;LA PAMPA;300
447240;NACIONAL;SAN MARTIN;ANCASH;CORONGO;YANAC;300
214029;NACIONAL;CUSCO;ANCASH;CORONGO;YANAC;300
243505;NACIONAL;SAN MARTIN;ANCASH;CORONGO;YANAC;300
911386;NACIONAL;AMAZONAS;ANCASH;CORONGO;YUPAN;300
598056;NACIONAL;MOQUEGUA;ANCASH;CORONGO;YUPAN;300
882169;NACIONAL;TUMBES;ANCASH;HUARI;HUARI;300
483642;NACIONAL;APURIMAC;ANCASH;HUARI;HUARI;300
820047;NACIONAL;LIMA PROVINCIAS;ANCASH;HUARI;HUARI;300
964180;NACIONAL;AREQUIPA;ANCASH;HUARI;HUARI;300
362634;NACIONAL;LIMA METROPOLITANA;ANCASH;HUARI;HUARI;300
511755;NACIONAL;JUNIN;ANCASH;HUARI;ANRA;300
232349;NACIONAL;CAJAMARCA;ANCASH;HUARI;ANRA;300
788956;NACIONAL;ANCASH;ANCASH;HUARI;ANRA;300
545152;NACIONAL;LAMBAYEQUE;ANCASH;HUARI;ANRA;300
633476;NACIONAL;TUMBES;ANCASH;HUARI;ANRA;300
310667;NACIONAL;UCAYALI;ANCASH;HUARI;CAJAY;300
837661;NACIONAL;APURIMAC;ANCASH;HUARI;CAJAY;300
452990;NACIONAL;LIMA PROVINCIAS;ANCASH;HUARI;CAJAY;300
761911;NACIONAL;PASCO;ANCASH;HUARI;CHAVIN DE HUANTAR;300
485431;NACIONAL;MOQUEGUA;ANCASH;HUARI;CHAVIN DE HUANTAR;300
603214;NACIONAL;SAN MARTIN;ANCASH;HUARI;CHAVIN DE HUANTAR;300
769908;NACIONAL;TACNA;ANCASH;HUARI;CHAVIN DE HUANTAR;300
927390;NACIONAL;UCAYALI;ANCASH;HUARI;HUACACHI;300
343218;NACIONAL;AMAZONAS;ANCASH;HUARI;HUACACHI;300
637789;NACIONAL;AREQUIPA;ANCASH;HUARI;HUACCHIS;300
291279;NACIONAL;LIMA METROPOLITANA;ANCASH;HUARI;HUACCHIS;300
134668;NACIONAL;AYACUCHO;ANCASH;HUARI;HUACCHIS;300
672510;NACIONAL;HUANCAVELICA;ANCASH;HUARI;HUACCHIS;300
133682;NACIONAL;CUSCO;ANCASH;HUARI;HUACHIS;300
616754;NACIONAL;LORETO;ANCASH;HUARI;HUACHIS;300
302534;NACIONAL;PIURA;ANCASH;HUARI;HUACHIS;300
472299;NACIONAL;LIMA METROPOLITANA;ANCASH;HUARI;HUACHIS;300
621715;NACIONAL;PUNO;ANCASH;HUARI;HUACHIS;300
993772;NACIONAL;TACNA;ANCASH;HUARI;HUACHIS;300
509318;NACIONAL;AREQUIPA;ANCASH;HUARI;HUANTAR;300
334130;NACIONAL;PASCO;ANCASH;HUARI;HUANTAR;300
898779;NACIONAL;AREQUIPA;ANCASH;HUARI;HUANTAR;300
326185;NACIONAL;LIMA METROPOLITANA;ANCASH;HUARI;HUANTAR;300
704709;NACIONAL;TACNA;ANCASH;HUARI;MASIN;300
780787;NACIONAL;TUMBES;ANCASH;HUARI;MASIN;300
248165;NACIONAL;UCAYALI;ANCASH;HUARI;MASIN;300
723250;NACIONAL;SAN MARTIN;ANCASH;HUARI;MASIN;300
125949;NACIONAL;JUNIN;ANCASH;HUARI;MASIN;300
673119;NACIONAL;PIURA;ANCASH;HUARI;MASIN;300
687073;NACIONAL;AYACUCHO;ANCASH;HUARI;MASIN;300
861871;NACIONAL;SAN MARTIN;ANCASH;HUARI;PAUCAS;300
362416;NACIONAL;PASCO;ANCASH;HUARI;PAUCAS;300
235993;NACIONAL;ANCASH;ANCASH;HUARI;PAUCAS;300
865121;NACIONAL;AYACUCHO;ANCASH;HUARI;PAUCAS;300
512418;NACIONAL;MADRE DE DIOS;ANCASH;HUARI;PONTO;300
523671;NACIONAL;ANCASH;ANCASH;HUARI;PONTO;300
336722;NACIONAL;TUMBES;ANCASH;HUARI;PONTO;300
798993;NACIONAL;TACNA;ANCASH;HUARI;PONTO;300
524548;NACIONAL;APURIMAC;ANCASH;HUARI;RAHUAPAMPA;300
953015;NACIONAL;HUANUCO;ANCASH;HUARI;RAHUAPAMPA;300
373156;NACIONAL;CAJAMARCA;ANCASH;HUARI;RAHUAPAMPA;300
806761;NACIONAL;MOQUEGUA;ANCASH;HUARI;RAHUAPAMPA;300
